evidence_record_id,study_reference_id,within_study_evidence_no,author_year,title,evidence_source_category,pathway_level_1_category,pathogen,original_quote,evidence_type_category,mechanism_support_category,effect_direction_category,time_scale_category,spatial_context_category,extraction_date
EVID_125-M2,125,2,Mohanta (2014),Prevalence of antibiotic-resistant bacteria in three different aquatic environments over three seasons,Results,Environment-mediated pathways,E.coli; P.aeruginosa; K.pneumoniae; S.flexneri; A.caviae; A.hydrophila; C.sakazakii; E.amnigenus; P.oryzihabitans; S.entomophila; P.fontium,"“Prevalence of MAR bacteria with respect to seasonal variation was found to be 73.58 % in post-monsoon, 59.26 % in winter and 53.57 % in summer. Therefore, it can be said that MAR bacteria also follow the same pattern as all bacteria: post-monsoon> winter>summer.” (p.9, para.2)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-04
EVID_125-M3,125,3,Mohanta (2014),Prevalence of antibiotic-resistant bacteria in three different aquatic environments over three seasons,Results,Environment-mediated pathways,E.coli; P.aeruginosa; K.pneumoniae; S.flexneri; A.caviae; A.hydrophila; C.sakazakii; E.amnigenus; P.oryzihabitans; S.entomophila; P.fontium,"“Examining the percentages of multiple drug-resistant bacteria in the total population from all three sources (Table 6), it appeared that in post-monsoon (September 2012), the level of resistance was higher among bacteria isolated from all three sources compared to the other two seasons.” (p.9, para.3)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-04
EVID_125-M4,125,4,Mohanta (2014),Prevalence of antibiotic-resistant bacteria in three different aquatic environments over three seasons,Results,Environment-mediated pathways,（Hooghly来源）E.coli; P.aeruginosa; S.flexneri; A.caviae; C.sakazakii; E.amnigenus; P.oryzihabitans; K.pneumoniae,"“For example, 95.45 % of the total isolates (42 out of 44) from Hooghly in the post-monsoon sampling were resistant to FR-50, while none of the isolates from the River Kangsabati or GW were resistant to FR-50 in the same season.” (p.7, para.2)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-04
EVID_125-M5,125,5,Mohanta (2014),Prevalence of antibiotic-resistant bacteria in three different aquatic environments over three seasons,Results,Environment-mediated pathways,（Hooghly来源）E.coli; P.aeruginosa; S.flexneri; A.caviae; C.sakazakii; E.amnigenus; P.oryzihabitans; K.pneumoniae,"“Similarly, in summer, the highest ARI value was exhibited by H2C followed by H1B. Two sampling locations H2B and H3A exhibited values lower than the threshold 0.2 value.” (p.10, para.1)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-04
EVID_126-M1,126,1,Michel (2006),"Regional, Seasonal, and Antimicrobial Resistance Distributions of Salmonella Typhimurium in Canada A Multi-Provincial Study",Results,Environment-mediated pathways,S.Typhimurium (DT104),"“We observed DT104 cases with similar relative frequencies during each season,” (Results-p.472-para.1)",Observational,Indirect empirical support,Uncertain,Observational cumulative/seasonal,Natural environment,2026-01-04
EVID_126-M2,126,2,Michel (2006),"Regional, Seasonal, and Antimicrobial Resistance Distributions of Salmonella Typhimurium in Canada A Multi-Provincial Study",Results,Environment-mediated pathways,S.Typhimurium (non-DT104; DT208; DT124),"“However, the distribution of non-DT104 cases, including DT208 and DT124 (data not shown), showed a marked seasonal cycle with lower relative frequency of cases being reported in winter (11.6%; CI: 8.3-15.9) and higher during the summer (40.5%; CI: 35.0-46.3).” (Results-p.472-para.1)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-04
EVID_126-M3,126,3,Michel (2006),"Regional, Seasonal, and Antimicrobial Resistance Distributions of Salmonella Typhimurium in Canada A Multi-Provincial Study",Results,Environment-mediated pathways,S.Typhimurium (DT104 vs non-DT104),“The proportion of non-DT104 cases reported in the winter were significantly lower than for DT104 cases.” (Results-p.472-para.1),Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-04
EVID_126-M4,126,4,Michel (2006),"Regional, Seasonal, and Antimicrobial Resistance Distributions of Salmonella Typhimurium in Canada A Multi-Provincial Study",Discussion theoretical interpretation,Host susceptibility pathways,未明确,"“Researchers have proposed various reasons for this predictable cycle, including higher recreational water exposure, increased activity relating to cooking outside, and greater microbial contamination of the environment from livestock manure due to fertilization of agricultural land and animals on pasture.” (p.473, para.2)",Theoretical/projection,Theoretical support,Promoting AMR,Conceptual or unclear,Mixed or unspecified,2026-01-04
EVID_126-M5,126,5,Michel (2006),"Regional, Seasonal, and Antimicrobial Resistance Distributions of Salmonella Typhimurium in Canada A Multi-Provincial Study",Discussion theoretical interpretation,Socio-ecological mediation,未明确,"“Researchers have proposed various reasons for this predictable cycle, including higher recreational water exposure, increased activity relating to cooking outside, and greater microbial contamination of the environment from livestock manure due to fertilization of agricultural land and animals on pasture.” (p.473, para.2)",Theoretical/projection,Theoretical support,Promoting AMR,Conceptual or unclear,Natural environment,2026-01-04
EVID_126-M6,126,6,Michel (2006),"Regional, Seasonal, and Antimicrobial Resistance Distributions of Salmonella Typhimurium in Canada A Multi-Provincial Study",Discussion theoretical interpretation,Environment-mediated pathways,S.Typhimurium (DT104),"“Alternatively, we hypothesize that the lack of seasonality in the incidence of human DT104 cases may indicate a lesser influence of the agro-environmental route (i.e., farm – manure – water and direct contact) compared to the agro-food route (i.e., farm – animals – food) for these infections.” (p.473, para.2)",Theoretical/projection,Theoretical support,Uncertain,Conceptual or unclear,Mixed or unspecified,2026-01-04
EVID_127-M1,127,1,McDonnell (2004),A Survey of Antibiotic Resistance Among Coliform Bacteria Isolated from the Missouri River,Discussion interpretation,Environment-mediated pathways,E.coli,"“Second, there was a dramatic increase in coliform density on 3 April. This sampling date followed a heavy spring snowfall in the region. Subsequent melting may have flushed microbes from the watershed into the river water.” (p.4, para.1)",Observational,Theoretical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-05
EVID_127-M2,127,2,McDonnell (2004),A Survey of Antibiotic Resistance Among Coliform Bacteria Isolated from the Missouri River,Discussion interpretation,Direct biological mechanisms,E.coli,"“Furthermore, increased spring temperatures may have induced a microbial “bloom”.” (p.4, para.1)",Theoretical/projection,Theoretical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-05
EVID_127-M3,127,3,McDonnell (2004),A Survey of Antibiotic Resistance Among Coliform Bacteria Isolated from the Missouri River,Discussion interpretation,Environment-mediated pathways,E.coli,"“First, there was a dramatic decrease in coliform density on 27 March. This followed the release of reservoir water by the Army Corps of Engineers around 20 March, which increased river volume substantially and possibly diluted coliform inputs from tributaries.” (p.4, para.1)",Theoretical/projection,Theoretical support,Suppressing AMR,Observational cumulative/seasonal,Natural environment,2026-01-05
EVID_127-M4,127,4,McDonnell (2004),A Survey of Antibiotic Resistance Among Coliform Bacteria Isolated from the Missouri River,Results,Environment-mediated pathways,E.coli,"“Coliform density fluctuated little between 13 February and 20 March (Fig. 3). On 27 March, almost no coliforms were detected in the river water (Fig. 3). This sampling was followed by a dramatic increase in coliforms on 3 April (Fig. 3). Counts ranged from 0-405 cfu 100 ml-1.” (p.3, para.2)",Observational,Indirect empirical support,Bidirectional or mixed,Observational cumulative/seasonal,Natural environment,2026-01-05
EVID_127-M5,127,5,McDonnell (2004),A Survey of Antibiotic Resistance Among Coliform Bacteria Isolated from the Missouri River,Results,Environment-mediated pathways,E.coli,"“Five isolates were resistant to tetracycline (12.5%), while 35 were sensitive (Tables 1 and 2). Tetracycline resistant bacteria were isolated from samples collected on multiple dates (Table 2).” (p.3, para.3)",Observational,Indirect empirical support,Promoting AMR,Observational cumulative/seasonal,Natural environment,2026-01-05
EVID_127-M6,127,6,McDonnell (2004),A Survey of Antibiotic Resistance Among Coliform Bacteria Isolated from the Missouri River,Results,Environment-mediated pathways,E.coli,"“All tested isolates were identified as Escherichia coli.” (p.3, para.4)",Observational,Indirect empirical support,Uncertain,Observational cumulative/seasonal,Natural environment,2026-01-05
